,pickup_date,pickup_time,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
7943,2015-02-20,01:00:00,Brooklyn,396,8.0,10.0,14.0,-6.0,1014.1,0.0,0.0,0.09,9.25,N
7944,2015-02-20,01:00:00,EWR,0,8.0,10.0,14.0,-6.0,1014.1,0.0,0.0,0.09,9.25,N
7945,2015-02-20,01:00:00,Manhattan,1719,8.0,10.0,14.0,-6.0,1014.1,0.0,0.0,0.09,9.25,N
7946,2015-02-20,01:00:00,Queens,207,8.0,10.0,14.0,-6.0,1014.1,0.0,0.0,0.09,9.25,N
7947,2015-02-20,01:00:00,Staten Island,0,8.0,10.0,14.0,-6.0,1014.1,0.0,0.0,0.09,9.25,N
7949,2015-02-20,02:00:00,Bronx,18,13.0,10.0,13.0,-9.0,1014.8,0.0,0.0,0.09,9.1875,N
7950,2015-02-20,02:00:00,Brooklyn,215,13.0,10.0,13.0,-9.0,1014.8,0.0,0.0,0.09,9.1875,N
7951,2015-02-20,02:00:00,EWR,0,13.0,10.0,13.0,-9.0,1014.8,0.0,0.0,0.09,9.1875,N
7952,2015-02-20,02:00:00,Manhattan,1038,13.0,10.0,13.0,-9.0,1014.8,0.0,0.0,0.09,9.1875,N
7953,2015-02-20,02:00:00,Queens,76,13.0,10.0,13.0,-9.0,1014.8,0.0,0.0,0.09,9.1875,N
7954,2015-02-20,02:00:00,Staten Island,1,13.0,10.0,13.0,-9.0,1014.8,0.0,0.0,0.09,9.1875,N
7955,2015-02-20,03:00:00,Bronx,14,14.0,10.0,11.0,-11.0,1015.5,0.0,0.0,0.09,9.125,N
7956,2015-02-20,03:00:00,Brooklyn,157,14.0,10.0,11.0,-11.0,1015.5,0.0,0.0,0.09,9.125,N
7957,2015-02-20,03:00:00,EWR,0,14.0,10.0,11.0,-11.0,1015.5,0.0,0.0,0.09,9.125,N
7958,2015-02-20,03:00:00,Manhattan,598,14.0,10.0,11.0,-11.0,1015.5,0.0,0.0,0.09,9.125,N
7959,2015-02-20,03:00:00,Queens,56,14.0,10.0,11.0,-11.0,1015.5,0.0,0.0,0.09,9.125,N
7960,2015-02-20,03:00:00,Staten Island,0,14.0,10.0,11.0,-11.0,1015.5,0.0,0.0,0.09,9.125,N
7961,2015-02-20,04:00:00,Bronx,11,10.0,10.0,10.0,-8.0,1015.8,0.0,0.0,0.09,9.0625,N
7962,2015-02-20,04:00:00,Brooklyn,160,10.0,10.0,10.0,-8.0,1015.8,0.0,0.0,0.09,9.0625,N
7963,2015-02-20,04:00:00,EWR,0,10.0,10.0,10.0,-8.0,1015.8,0.0,0.0,0.09,9.0625,N
7964,2015-02-20,04:00:00,Manhattan,541,10.0,10.0,10.0,-8.0,1015.8,0.0,0.0,0.09,9.0625,N
7965,2015-02-20,04:00:00,Queens,60,10.0,10.0,10.0,-8.0,1015.8,0.0,0.0,0.09,9.0625,N
7966,2015-02-20,04:00:00,Staten Island,0,10.0,10.0,10.0,-8.0,1015.8,0.0,0.0,0.09,9.0625,N
7968,2015-02-20,05:00:00,Bronx,15,8.0,10.0,8.0,-13.0,1016.3,0.0,0.0,0.0,9.0,N
7969,2015-02-20,05:00:00,Brooklyn,202,8.0,10.0,8.0,-13.0,1016.3,0.0,0.0,0.0,9.0,N
7970,2015-02-20,05:00:00,EWR,0,8.0,10.0,8.0,-13.0,1016.3,0.0,0.0,0.0,9.0,N
7971,2015-02-20,05:00:00,Manhattan,594,8.0,10.0,8.0,-13.0,1016.3,0.0,0.0,0.0,9.0,N
7972,2015-02-20,05:00:00,Queens,114,8.0,10.0,8.0,-13.0,1016.3,0.0,0.0,0.0,9.0,N
7973,2015-02-20,05:00:00,Staten Island,1,8.0,10.0,8.0,-13.0,1016.3,0.0,0.0,0.0,9.0,N
7975,2015-02-20,06:00:00,Bronx,38,13.0,10.0,6.0,-15.0,1016.8,0.0,0.0,0.09,9.0,N
7976,2015-02-20,06:00:00,Brooklyn,309,13.0,10.0,6.0,-15.0,1016.8,0.0,0.0,0.09,9.0,N
7977,2015-02-20,06:00:00,EWR,0,13.0,10.0,6.0,-15.0,1016.8,0.0,0.0,0.09,9.0,N
7978,2015-02-20,06:00:00,Manhattan,1020,13.0,10.0,6.0,-15.0,1016.8,0.0,0.0,0.09,9.0,N
7979,2015-02-20,06:00:00,Queens,203,13.0,10.0,6.0,-15.0,1016.8,0.0,0.0,0.09,9.0,N
7980,2015-02-20,06:00:00,Staten Island,0,13.0,10.0,6.0,-15.0,1016.8,0.0,0.0,0.09,9.0,N
7982,2015-02-20,07:00:00,Bronx,58,10.0,10.0,5.0,-16.0,1017.1,0.0,0.0,0.09,9.0,N
7983,2015-02-20,07:00:00,Brooklyn,510,10.0,10.0,5.0,-16.0,1017.1,0.0,0.0,0.09,9.0,N
7984,2015-02-20,07:00:00,EWR,0,10.0,10.0,5.0,-16.0,1017.1,0.0,0.0,0.09,9.0,N
7985,2015-02-20,07:00:00,Manhattan,2102,10.0,10.0,5.0,-16.0,1017.1,0.0,0.0,0.09,9.0,N
7986,2015-02-20,07:00:00,Queens,271,10.0,10.0,5.0,-16.0,1017.1,0.0,0.0,0.09,9.0,N
7987,2015-02-20,07:00:00,Staten Island,1,10.0,10.0,5.0,-16.0,1017.1,0.0,0.0,0.09,9.0,N
7989,2015-02-20,08:00:00,Bronx,68,14.0,10.0,4.0,-15.0,1017.5,0.0,0.0,0.09,9.0,N
7990,2015-02-20,08:00:00,Brooklyn,589,14.0,10.0,4.0,-15.0,1017.5,0.0,0.0,0.09,9.0,N
7991,2015-02-20,08:00:00,EWR,0,14.0,10.0,4.0,-15.0,1017.5,0.0,0.0,0.09,9.0,N
7992,2015-02-20,08:00:00,Manhattan,3498,14.0,10.0,4.0,-15.0,1017.5,0.0,0.0,0.09,9.0,N
7993,2015-02-20,08:00:00,Queens,357,14.0,10.0,4.0,-15.0,1017.5,0.0,0.0,0.09,9.0,N
7994,2015-02-20,08:00:00,Staten Island,0,14.0,10.0,4.0,-15.0,1017.5,0.0,0.0,0.09,9.0,N
7996,2015-02-20,09:00:00,Bronx,69,14.0,10.0,3.0,-15.0,1018.0,0.0,0.0,0.09,9.0,N
7997,2015-02-20,09:00:00,Brooklyn,669,14.0,10.0,3.0,-15.0,1018.0,0.0,0.0,0.09,9.0,N
7998,2015-02-20,09:00:00,EWR,0,14.0,10.0,3.0,-15.0,1018.0,0.0,0.0,0.09,9.0,N
7999,2015-02-20,09:00:00,Manhattan,3985,14.0,10.0,3.0,-15.0,1018.0,0.0,0.0,0.09,9.0,N
8000,2015-02-20,09:00:00,Queens,324,14.0,10.0,3.0,-15.0,1018.0,0.0,0.0,0.09,9.0,N
8001,2015-02-20,09:00:00,Staten Island,2,14.0,10.0,3.0,-15.0,1018.0,0.0,0.0,0.09,9.0,N
8003,2015-02-20,10:00:00,Bronx,47,11.0,10.0,3.0,-16.0,1018.9,0.0,0.0,0.09,9.0,N
8004,2015-02-20,10:00:00,Brooklyn,601,11.0,10.0,3.0,-16.0,1018.9,0.0,0.0,0.09,9.0,N
8005,2015-02-20,10:00:00,EWR,0,11.0,10.0,3.0,-16.0,1018.9,0.0,0.0,0.09,9.0,N
8006,2015-02-20,10:00:00,Manhattan,3334,11.0,10.0,3.0,-16.0,1018.9,0.0,0.0,0.09,9.0,N
8007,2015-02-20,10:00:00,Queens,255,11.0,10.0,3.0,-16.0,1018.9,0.0,0.0,0.09,9.0,N
8008,2015-02-20,10:00:00,Staten Island,1,11.0,10.0,3.0,-16.0,1018.9,0.0,0.0,0.09,9.0,N
8010,2015-02-20,11:00:00,Bronx,40,8.0,10.0,2.0,-16.0,1019.7,0.0,0.0,0.09,9.0,N
8011,2015-02-20,11:00:00,Brooklyn,455,8.0,10.0,2.0,-16.0,1019.7,0.0,0.0,0.09,9.0,N
8012,2015-02-20,11:00:00,EWR,0,8.0,10.0,2.0,-16.0,1019.7,0.0,0.0,0.09,9.0,N
8013,2015-02-20,11:00:00,Manhattan,2700,8.0,10.0,2.0,-16.0,1019.7,0.0,0.0,0.09,9.0,N
8014,2015-02-20,11:00:00,Queens,255,8.0,10.0,2.0,-16.0,1019.7,0.0,0.0,0.09,9.0,N
8015,2015-02-20,11:00:00,Staten Island,2,8.0,10.0,2.0,-16.0,1019.7,0.0,0.0,0.09,9.0,N
8017,2015-02-20,12:00:00,Bronx,43,7.0,10.0,2.0,-16.0,1020.3,0.0,0.0,0.09,9.0,N
8018,2015-02-20,12:00:00,Brooklyn,408,7.0,10.0,2.0,-16.0,1020.3,0.0,0.0,0.09,9.0,N
8019,2015-02-20,12:00:00,EWR,0,7.0,10.0,2.0,-16.0,1020.3,0.0,0.0,0.09,9.0,N
8020,2015-02-20,12:00:00,Manhattan,2714,7.0,10.0,2.0,-16.0,1020.3,0.0,0.0,0.09,9.0,N
8021,2015-02-20,12:00:00,Queens,220,7.0,10.0,2.0,-16.0,1020.3,0.0,0.0,0.09,9.0,N
8022,2015-02-20,12:00:00,Staten Island,1,7.0,10.0,2.0,-16.0,1020.3,0.0,0.0,0.09,9.0,N
8024,2015-02-20,13:00:00,Bronx,51,13.0,10.0,2.0,-16.0,1021.6,0.0,0.0,0.09,9.0,N
8025,2015-02-20,13:00:00,Brooklyn,367,13.0,10.0,2.0,-16.0,1021.6,0.0,0.0,0.09,9.0,N
8026,2015-02-20,13:00:00,EWR,0,13.0,10.0,2.0,-16.0,1021.6,0.0,0.0,0.09,9.0,N
8027,2015-02-20,13:00:00,Manhattan,2628,13.0,10.0,2.0,-16.0,1021.6,0.0,0.0,0.09,9.0,N
8028,2015-02-20,13:00:00,Queens,238,13.0,10.0,2.0,-16.0,1021.6,0.0,0.0,0.09,9.0,N
8029,2015-02-20,13:00:00,Staten Island,1,13.0,10.0,2.0,-16.0,1021.6,0.0,0.0,0.09,9.0,N
8030,2015-02-20,14:00:00,Bronx,55,14.0,10.0,4.0,-15.0,1022.2,0.0,0.0,0.09,9.0,N
8031,2015-02-20,14:00:00,Brooklyn,380,14.0,10.0,4.0,-15.0,1022.2,0.0,0.0,0.09,9.0,N
8032,2015-02-20,14:00:00,EWR,0,14.0,10.0,4.0,-15.0,1022.2,0.0,0.0,0.09,9.0,N
8033,2015-02-20,14:00:00,Manhattan,2840,14.0,10.0,4.0,-15.0,1022.2,0.0,0.0,0.09,9.0,N
8034,2015-02-20,14:00:00,Queens,290,14.0,10.0,4.0,-15.0,1022.2,0.0,0.0,0.09,9.0,N
8035,2015-02-20,14:00:00,Staten Island,3,14.0,10.0,4.0,-15.0,1022.2,0.0,0.0,0.09,9.0,N
8036,2015-02-20,15:00:00,Bronx,58,14.0,10.0,6.0,-13.0,1022.5,0.0,0.0,0.09,9.0,N
8037,2015-02-20,15:00:00,Brooklyn,423,14.0,10.0,6.0,-13.0,1022.5,0.0,0.0,0.09,9.0,N
8038,2015-02-20,15:00:00,EWR,0,14.0,10.0,6.0,-13.0,1022.5,0.0,0.0,0.09,9.0,N
8039,2015-02-20,15:00:00,Manhattan,3120,14.0,10.0,6.0,-13.0,1022.5,0.0,0.0,0.09,9.0,N
8040,2015-02-20,15:00:00,Queens,377,14.0,10.0,6.0,-13.0,1022.5,0.0,0.0,0.09,9.0,N
8041,2015-02-20,15:00:00,Staten Island,4,14.0,10.0,6.0,-13.0,1022.5,0.0,0.0,0.09,9.0,N
8042,2015-02-20,16:00:00,Bronx,65,16.0,10.0,9.0,-11.0,1023.5,0.0,0.0,0.09,9.0,N
8043,2015-02-20,16:00:00,Brooklyn,456,16.0,10.0,9.0,-11.0,1023.5,0.0,0.0,0.09,9.0,N
8044,2015-02-20,16:00:00,EWR,0,16.0,10.0,9.0,-11.0,1023.5,0.0,0.0,0.09,9.0,N
8045,2015-02-20,16:00:00,Manhattan,3693,16.0,10.0,9.0,-11.0,1023.5,0.0,0.0,0.09,9.0,N
8046,2015-02-20,16:00:00,Queens,402,16.0,10.0,9.0,-11.0,1023.5,0.0,0.0,0.09,9.0,N
8047,2015-02-20,16:00:00,Staten Island,2,16.0,10.0,9.0,-11.0,1023.5,0.0,0.0,0.09,9.0,N
8049,2015-02-20,17:00:00,Bronx,73,14.0,10.0,13.0,-10.0,1024.0,0.0,0.0,0.09,9.0,N
8050,2015-02-20,17:00:00,Brooklyn,535,14.0,10.0,13.0,-10.0,1024.0,0.0,0.0,0.09,9.0,N
8051,2015-02-20,17:00:00,EWR,0,14.0,10.0,13.0,-10.0,1024.0,0.0,0.0,0.09,9.0,N
8052,2015-02-20,17:00:00,Manhattan,4694,14.0,10.0,13.0,-10.0,1024.0,0.0,0.0,0.09,9.0,N
8053,2015-02-20,17:00:00,Queens,402,14.0,10.0,13.0,-10.0,1024.0,0.0,0.0,0.09,9.0,N
8054,2015-02-20,17:00:00,Staten Island,4,14.0,10.0,13.0,-10.0,1024.0,0.0,0.0,0.09,9.0,N
8055,2015-02-20,18:00:00,Bronx,83,13.0,10.0,16.0,-8.0,1024.4,0.0,0.0,0.085,9.0,N
8056,2015-02-20,18:00:00,Brooklyn,642,13.0,10.0,16.0,-8.0,1024.4,0.0,0.0,0.085,9.0,N
8057,2015-02-20,18:00:00,EWR,0,13.0,10.0,16.0,-8.0,1024.4,0.0,0.0,0.085,9.0,N
8058,2015-02-20,18:00:00,Manhattan,5619,13.0,10.0,16.0,-8.0,1024.4,0.0,0.0,0.085,9.0,N
8059,2015-02-20,18:00:00,Queens,421,13.0,10.0,16.0,-8.0,1024.4,0.0,0.0,0.085,9.0,N
8060,2015-02-20,18:00:00,Staten Island,1,13.0,10.0,16.0,-8.0,1024.4,0.0,0.0,0.085,9.0,N
8062,2015-02-20,19:00:00,Bronx,76,11.0,10.0,17.0,-7.0,1024.8,0.0,0.0,0.0683333333333333,9.0,N
8063,2015-02-20,19:00:00,Brooklyn,798,11.0,10.0,17.0,-7.0,1024.8,0.0,0.0,0.0683333333333333,9.0,N
8064,2015-02-20,19:00:00,EWR,0,11.0,10.0,17.0,-7.0,1024.8,0.0,0.0,0.0683333333333333,9.0,N
8065,2015-02-20,19:00:00,Manhattan,6842,11.0,10.0,17.0,-7.0,1024.8,0.0,0.0,0.0683333333333333,9.0,N
8066,2015-02-20,19:00:00,Queens,445,11.0,10.0,17.0,-7.0,1024.8,0.0,0.0,0.0683333333333333,9.0,N
8067,2015-02-20,19:00:00,Staten Island,0,11.0,10.0,17.0,-7.0,1024.8,0.0,0.0,0.0683333333333333,9.0,N
8069,2015-02-20,20:00:00,Bronx,90,14.0,10.0,19.0,-6.0,1025.6,0.0,0.0,0.0383333333333333,9.0,N
8070,2015-02-20,20:00:00,Brooklyn,1032,14.0,10.0,19.0,-6.0,1025.6,0.0,0.0,0.0383333333333333,9.0,N
8071,2015-02-20,20:00:00,EWR,0,14.0,10.0,19.0,-6.0,1025.6,0.0,0.0,0.0383333333333333,9.0,N
8072,2015-02-20,20:00:00,Manhattan,6678,14.0,10.0,19.0,-6.0,1025.6,0.0,0.0,0.0383333333333333,9.0,N
8073,2015-02-20,20:00:00,Queens,523,14.0,10.0,19.0,-6.0,1025.6,0.0,0.0,0.0383333333333333,9.0,N
8074,2015-02-20,20:00:00,Staten Island,1,14.0,10.0,19.0,-6.0,1025.6,0.0,0.0,0.0383333333333333,9.0,N
8076,2015-02-20,21:00:00,Bronx,68,5.0,10.0,19.0,-6.0,1026.3,0.0,0.0,0.0316666666666667,9.0,N
8077,2015-02-20,21:00:00,Brooklyn,1015,5.0,10.0,19.0,-6.0,1026.3,0.0,0.0,0.0316666666666667,9.0,N
8078,2015-02-20,21:00:00,EWR,0,5.0,10.0,19.0,-6.0,1026.3,0.0,0.0,0.0316666666666667,9.0,N
8079,2015-02-20,21:00:00,Manhattan,5872,5.0,10.0,19.0,-6.0,1026.3,0.0,0.0,0.0316666666666667,9.0,N
8080,2015-02-20,21:00:00,Queens,474,5.0,10.0,19.0,-6.0,1026.3,0.0,0.0,0.0316666666666667,9.0,N
8081,2015-02-20,21:00:00,Staten Island,2,5.0,10.0,19.0,-6.0,1026.3,0.0,0.0,0.0316666666666667,9.0,N
8083,2015-02-20,22:00:00,Bronx,64,7.0,10.0,19.0,-6.0,1027.3,0.0,0.0,0.0266666666666667,9.0,N
8084,2015-02-20,22:00:00,Brooklyn,1027,7.0,10.0,19.0,-6.0,1027.3,0.0,0.0,0.0266666666666667,9.0,N
8085,2015-02-20,22:00:00,EWR,0,7.0,10.0,19.0,-6.0,1027.3,0.0,0.0,0.0266666666666667,9.0,N
8086,2015-02-20,22:00:00,Manhattan,5547,7.0,10.0,19.0,-6.0,1027.3,0.0,0.0,0.0266666666666667,9.0,N
8087,2015-02-20,22:00:00,Queens,466,7.0,10.0,19.0,-6.0,1027.3,0.0,0.0,0.0266666666666667,9.0,N
8088,2015-02-20,22:00:00,Staten Island,1,7.0,10.0,19.0,-6.0,1027.3,0.0,0.0,0.0266666666666667,9.0,N
8089,2015-02-20,23:00:00,Bronx,59,8.0,10.0,18.0,-7.0,1028.6,0.0,0.0,0.0066666666666666,9.0,N
8090,2015-02-20,23:00:00,Brooklyn,1120,8.0,10.0,18.0,-7.0,1028.6,0.0,0.0,0.0066666666666666,9.0,N
8091,2015-02-20,23:00:00,EWR,0,8.0,10.0,18.0,-7.0,1028.6,0.0,0.0,0.0066666666666666,9.0,N
8092,2015-02-20,23:00:00,Manhattan,5522,8.0,10.0,18.0,-7.0,1028.6,0.0,0.0,0.0066666666666666,9.0,N
8093,2015-02-20,23:00:00,Queens,462,8.0,10.0,18.0,-7.0,1028.6,0.0,0.0,0.0066666666666666,9.0,N
8094,2015-02-20,23:00:00,Staten Island,5,8.0,10.0,18.0,-7.0,1028.6,0.0,0.0,0.0066666666666666,9.0,N
8095,2015-02-21,00:00:00,Bronx,42,9.0,10.0,17.0,-5.0,1029.6,0.0,0.0,0.0033333333333333,9.0,N
8096,2015-02-21,00:00:00,Brooklyn,1110,9.0,10.0,17.0,-5.0,1029.6,0.0,0.0,0.0033333333333333,9.0,N
8097,2015-02-21,00:00:00,EWR,0,9.0,10.0,17.0,-5.0,1029.6,0.0,0.0,0.0033333333333333,9.0,N
8098,2015-02-21,00:00:00,Manhattan,4886,9.0,10.0,17.0,-5.0,1029.6,0.0,0.0,0.0033333333333333,9.0,N
8099,2015-02-21,00:00:00,Queens,407,9.0,10.0,17.0,-5.0,1029.6,0.0,0.0,0.0033333333333333,9.0,N
8100,2015-02-21,00:00:00,Staten Island,1,9.0,10.0,17.0,-5.0,1029.6,0.0,0.0,0.0033333333333333,9.0,N
8101,2015-02-21,01:00:00,Bronx,75,6.0,10.0,16.0,-6.0,1030.1,0.0,0.0,0.0,9.0,N
8102,2015-02-21,01:00:00,Brooklyn,893,6.0,10.0,16.0,-6.0,1030.1,0.0,0.0,0.0,9.0,N
8103,2015-02-21,01:00:00,EWR,0,6.0,10.0,16.0,-6.0,1030.1,0.0,0.0,0.0,9.0,N
8104,2015-02-21,01:00:00,Manhattan,3465,6.0,10.0,16.0,-6.0,1030.1,0.0,0.0,0.0,9.0,N
8105,2015-02-21,01:00:00,Queens,328,6.0,10.0,16.0,-6.0,1030.1,0.0,0.0,0.0,9.0,N
8106,2015-02-21,01:00:00,Staten Island,1,6.0,10.0,16.0,-6.0,1030.1,0.0,0.0,0.0,9.0,N
8108,2015-02-21,02:00:00,Bronx,37,6.0,10.0,15.0,-5.0,1030.9,0.0,0.0,0.0,9.0,N
8109,2015-02-21,02:00:00,Brooklyn,718,6.0,10.0,15.0,-5.0,1030.9,0.0,0.0,0.0,9.0,N
8110,2015-02-21,02:00:00,EWR,0,6.0,10.0,15.0,-5.0,1030.9,0.0,0.0,0.0,9.0,N
8111,2015-02-21,02:00:00,Manhattan,2264,6.0,10.0,15.0,-5.0,1030.9,0.0,0.0,0.0,9.0,N
8112,2015-02-21,02:00:00,Queens,178,6.0,10.0,15.0,-5.0,1030.9,0.0,0.0,0.0,9.0,N
8113,2015-02-21,02:00:00,Staten Island,0,6.0,10.0,15.0,-5.0,1030.9,0.0,0.0,0.0,9.0,N
8115,2015-02-21,03:00:00,Bronx,30,9.0,10.0,15.0,-5.0,1031.5,0.0,0.0,0.0,9.0,N
8116,2015-02-21,03:00:00,Brooklyn,463,9.0,10.0,15.0,-5.0,1031.5,0.0,0.0,0.0,9.0,N
8117,2015-02-21,03:00:00,EWR,0,9.0,10.0,15.0,-5.0,1031.5,0.0,0.0,0.0,9.0,N
8118,2015-02-21,03:00:00,Manhattan,1463,9.0,10.0,15.0,-5.0,1031.5,0.0,0.0,0.0,9.0,N
8119,2015-02-21,03:00:00,Queens,153,9.0,10.0,15.0,-5.0,1031.5,0.0,0.0,0.0,9.0,N
8120,2015-02-21,03:00:00,Staten Island,0,9.0,10.0,15.0,-5.0,1031.5,0.0,0.0,0.0,9.0,N
8121,2015-02-21,04:00:00,Bronx,34,3.0,10.0,15.0,-6.0,1032.2,0.0,0.0,0.0,9.0,N
8122,2015-02-21,04:00:00,Brooklyn,373,3.0,10.0,15.0,-6.0,1032.2,0.0,0.0,0.0,9.0,N
8123,2015-02-21,04:00:00,EWR,0,3.0,10.0,15.0,-6.0,1032.2,0.0,0.0,0.0,9.0,N
8124,2015-02-21,04:00:00,Manhattan,1020,3.0,10.0,15.0,-6.0,1032.2,0.0,0.0,0.0,9.0,N
8125,2015-02-21,04:00:00,Queens,130,3.0,10.0,15.0,-6.0,1032.2,0.0,0.0,0.0,9.0,N
8126,2015-02-21,04:00:00,Staten Island,0,3.0,10.0,15.0,-6.0,1032.2,0.0,0.0,0.0,9.0,N
8128,2015-02-21,05:00:00,Bronx,19,8.0,10.0,14.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8129,2015-02-21,05:00:00,Brooklyn,239,8.0,10.0,14.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8130,2015-02-21,05:00:00,EWR,0,8.0,10.0,14.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8131,2015-02-21,05:00:00,Manhattan,629,8.0,10.0,14.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8132,2015-02-21,05:00:00,Queens,106,8.0,10.0,14.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8133,2015-02-21,05:00:00,Staten Island,0,8.0,10.0,14.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8134,2015-02-21,06:00:00,Bronx,15,9.0,10.0,14.0,-7.0,1032.8,0.0,0.0,0.0,9.0,N
8135,2015-02-21,06:00:00,Brooklyn,218,9.0,10.0,14.0,-7.0,1032.8,0.0,0.0,0.0,9.0,N
8136,2015-02-21,06:00:00,EWR,1,9.0,10.0,14.0,-7.0,1032.8,0.0,0.0,0.0,9.0,N
8137,2015-02-21,06:00:00,Manhattan,575,9.0,10.0,14.0,-7.0,1032.8,0.0,0.0,0.0,9.0,N
8138,2015-02-21,06:00:00,Queens,158,9.0,10.0,14.0,-7.0,1032.8,0.0,0.0,0.0,9.0,N
8139,2015-02-21,06:00:00,Staten Island,0,9.0,10.0,14.0,-7.0,1032.8,0.0,0.0,0.0,9.0,N
8140,2015-02-21,07:00:00,Bronx,19,5.0,10.0,14.0,-7.0,1032.6,0.0,0.0,0.0,9.0,N
8141,2015-02-21,07:00:00,Brooklyn,274,5.0,10.0,14.0,-7.0,1032.6,0.0,0.0,0.0,9.0,N
8142,2015-02-21,07:00:00,EWR,0,5.0,10.0,14.0,-7.0,1032.6,0.0,0.0,0.0,9.0,N
8143,2015-02-21,07:00:00,Manhattan,528,5.0,10.0,14.0,-7.0,1032.6,0.0,0.0,0.0,9.0,N
8144,2015-02-21,07:00:00,Queens,179,5.0,10.0,14.0,-7.0,1032.6,0.0,0.0,0.0,9.0,N
8145,2015-02-21,07:00:00,Staten Island,0,5.0,10.0,14.0,-7.0,1032.6,0.0,0.0,0.0,9.0,N
8146,2015-02-21,08:00:00,Bronx,24,4.0,10.0,15.0,-8.0,1032.5,0.0,0.0,0.0,9.0,N
8147,2015-02-21,08:00:00,Brooklyn,309,4.0,10.0,15.0,-8.0,1032.5,0.0,0.0,0.0,9.0,N
8148,2015-02-21,08:00:00,EWR,0,4.0,10.0,15.0,-8.0,1032.5,0.0,0.0,0.0,9.0,N
8149,2015-02-21,08:00:00,Manhattan,773,4.0,10.0,15.0,-8.0,1032.5,0.0,0.0,0.0,9.0,N
8150,2015-02-21,08:00:00,Queens,197,4.0,10.0,15.0,-8.0,1032.5,0.0,0.0,0.0,9.0,N
8151,2015-02-21,08:00:00,Staten Island,0,4.0,10.0,15.0,-8.0,1032.5,0.0,0.0,0.0,9.0,N
8153,2015-02-21,09:00:00,Bronx,37,3.0,10.0,15.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8154,2015-02-21,09:00:00,Brooklyn,411,3.0,10.0,15.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8155,2015-02-21,09:00:00,EWR,0,3.0,10.0,15.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8156,2015-02-21,09:00:00,Manhattan,1299,3.0,10.0,15.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8157,2015-02-21,09:00:00,Queens,217,3.0,10.0,15.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8158,2015-02-21,09:00:00,Staten Island,1,3.0,10.0,15.0,-7.0,1032.4,0.0,0.0,0.0,9.0,N
8160,2015-02-21,10:00:00,Bronx,36,0.0,10.0,17.0,-7.0,1031.5,0.0,0.0,0.0,9.0,N
8161,2015-02-21,10:00:00,Brooklyn,494,0.0,10.0,17.0,-7.0,1031.5,0.0,0.0,0.0,9.0,N
8162,2015-02-21,10:00:00,EWR,0,0.0,10.0,17.0,-7.0,1031.5,0.0,0.0,0.0,9.0,N
8163,2015-02-21,10:00:00,Manhattan,1680,0.0,10.0,17.0,-7.0,1031.5,0.0,0.0,0.0,9.0,N
8164,2015-02-21,10:00:00,Queens,249,0.0,10.0,17.0,-7.0,1031.5,0.0,0.0,0.0,9.0,N
8165,2015-02-21,10:00:00,Staten Island,1,0.0,10.0,17.0,-7.0,1031.5,0.0,0.0,0.0,9.0,N
8167,2015-02-21,11:00:00,Bronx,28,6.0,10.0,17.0,-3.0,1032.2,0.0,0.0,0.0,9.0,N
8168,2015-02-21,11:00:00,Brooklyn,554,6.0,10.0,17.0,-3.0,1032.2,0.0,0.0,0.0,9.0,N
8169,2015-02-21,11:00:00,EWR,0,6.0,10.0,17.0,-3.0,1032.2,0.0,0.0,0.0,9.0,N
8170,2015-02-21,11:00:00,Manhattan,2008,6.0,10.0,17.0,-3.0,1032.2,0.0,0.0,0.0,9.0,N
8171,2015-02-21,11:00:00,Queens,287,6.0,10.0,17.0,-3.0,1032.2,0.0,0.0,0.0,9.0,N
8172,2015-02-21,11:00:00,Staten Island,1,6.0,10.0,17.0,-3.0,1032.2,0.0,0.0,0.0,9.0,N
8174,2015-02-21,12:00:00,Bronx,40,5.0,10.0,17.0,-3.0,1032.8,0.0,0.0,0.0,9.0,N
8175,2015-02-21,12:00:00,Brooklyn,530,5.0,10.0,17.0,-3.0,1032.8,0.0,0.0,0.0,9.0,N
8176,2015-02-21,12:00:00,EWR,0,5.0,10.0,17.0,-3.0,1032.8,0.0,0.0,0.0,9.0,N
8177,2015-02-21,12:00:00,Manhattan,2273,5.0,10.0,17.0,-3.0,1032.8,0.0,0.0,0.0,9.0,N
8178,2015-02-21,12:00:00,Queens,306,5.0,10.0,17.0,-3.0,1032.8,0.0,0.0,0.0,9.0,N
8179,2015-02-21,12:00:00,Staten Island,9,5.0,10.0,17.0,-3.0,1032.8,0.0,0.0,0.0,9.0,N
8181,2015-02-21,13:00:00,Bronx,43,0.0,10.0,19.0,-3.0,1033.3,0.0,0.0,0.0,9.0,N
