,pickup_date,pickup_time,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
21372,2015-05-14,18:00:00,Bronx,73,0.0,10.0,71.0,27.0,1027.6,0.0,0.0,0.0,0.0,N
21373,2015-05-14,18:00:00,Brooklyn,599,0.0,10.0,71.0,27.0,1027.6,0.0,0.0,0.0,0.0,N
21374,2015-05-14,18:00:00,EWR,0,0.0,10.0,71.0,27.0,1027.6,0.0,0.0,0.0,0.0,N
21375,2015-05-14,18:00:00,Manhattan,4564,0.0,10.0,71.0,27.0,1027.6,0.0,0.0,0.0,0.0,N
21376,2015-05-14,18:00:00,Queens,603,0.0,10.0,71.0,27.0,1027.6,0.0,0.0,0.0,0.0,N
21377,2015-05-14,18:00:00,Staten Island,2,0.0,10.0,71.0,27.0,1027.6,0.0,0.0,0.0,0.0,N
21379,2015-05-14,19:00:00,Bronx,73,5.0,10.0,71.0,27.0,1026.9,0.0,0.0,0.0,0.0,N
21380,2015-05-14,19:00:00,Brooklyn,712,5.0,10.0,71.0,27.0,1026.9,0.0,0.0,0.0,0.0,N
21381,2015-05-14,19:00:00,EWR,0,5.0,10.0,71.0,27.0,1026.9,0.0,0.0,0.0,0.0,N
21382,2015-05-14,19:00:00,Manhattan,5281,5.0,10.0,71.0,27.0,1026.9,0.0,0.0,0.0,0.0,N
21383,2015-05-14,19:00:00,Queens,618,5.0,10.0,71.0,27.0,1026.9,0.0,0.0,0.0,0.0,N
21384,2015-05-14,19:00:00,Staten Island,0,5.0,10.0,71.0,27.0,1026.9,0.0,0.0,0.0,0.0,N
21386,2015-05-14,20:00:00,Bronx,59,6.0,10.0,71.0,24.0,1026.3,0.0,0.0,0.0,0.0,N
21387,2015-05-14,20:00:00,Brooklyn,730,6.0,10.0,71.0,24.0,1026.3,0.0,0.0,0.0,0.0,N
21388,2015-05-14,20:00:00,EWR,0,6.0,10.0,71.0,24.0,1026.3,0.0,0.0,0.0,0.0,N
21389,2015-05-14,20:00:00,Manhattan,5397,6.0,10.0,71.0,24.0,1026.3,0.0,0.0,0.0,0.0,N
21390,2015-05-14,20:00:00,Queens,600,6.0,10.0,71.0,24.0,1026.3,0.0,0.0,0.0,0.0,N
21391,2015-05-14,20:00:00,Staten Island,2,6.0,10.0,71.0,24.0,1026.3,0.0,0.0,0.0,0.0,N
21393,2015-05-14,21:00:00,Bronx,61,0.0,10.0,73.0,27.0,1025.8,0.0,0.0,0.0,0.0,N
21394,2015-05-14,21:00:00,Brooklyn,859,0.0,10.0,73.0,27.0,1025.8,0.0,0.0,0.0,0.0,N
21395,2015-05-14,21:00:00,EWR,0,0.0,10.0,73.0,27.0,1025.8,0.0,0.0,0.0,0.0,N
21396,2015-05-14,21:00:00,Manhattan,5506,0.0,10.0,73.0,27.0,1025.8,0.0,0.0,0.0,0.0,N
21397,2015-05-14,21:00:00,Queens,651,0.0,10.0,73.0,27.0,1025.8,0.0,0.0,0.0,0.0,N
21398,2015-05-14,21:00:00,Staten Island,2,0.0,10.0,73.0,27.0,1025.8,0.0,0.0,0.0,0.0,N
21400,2015-05-14,22:00:00,Bronx,66,1.66666666666667,10.0,71.0,30.0,1025.5,0.0,0.0,0.0,0.0,N
21401,2015-05-14,22:00:00,Brooklyn,897,1.66666666666667,10.0,71.0,30.0,1025.5,0.0,0.0,0.0,0.0,N
21402,2015-05-14,22:00:00,EWR,0,1.66666666666667,10.0,71.0,30.0,1025.5,0.0,0.0,0.0,0.0,N
21403,2015-05-14,22:00:00,Manhattan,5653,1.66666666666667,10.0,71.0,30.0,1025.5,0.0,0.0,0.0,0.0,N
21404,2015-05-14,22:00:00,Queens,707,1.66666666666667,10.0,71.0,30.0,1025.5,0.0,0.0,0.0,0.0,N
21405,2015-05-14,22:00:00,Staten Island,1,1.66666666666667,10.0,71.0,30.0,1025.5,0.0,0.0,0.0,0.0,N
21407,2015-05-14,23:00:00,Bronx,55,3.33333333333333,10.0,67.0,33.0,1025.3,0.0,0.0,0.0,0.0,N
21408,2015-05-14,23:00:00,Brooklyn,933,3.33333333333333,10.0,67.0,33.0,1025.3,0.0,0.0,0.0,0.0,N
21409,2015-05-14,23:00:00,EWR,0,3.33333333333333,10.0,67.0,33.0,1025.3,0.0,0.0,0.0,0.0,N
21410,2015-05-14,23:00:00,Manhattan,5399,3.33333333333333,10.0,67.0,33.0,1025.3,0.0,0.0,0.0,0.0,N
21411,2015-05-14,23:00:00,Queens,582,3.33333333333333,10.0,67.0,33.0,1025.3,0.0,0.0,0.0,0.0,N
21412,2015-05-14,23:00:00,Staten Island,1,3.33333333333333,10.0,67.0,33.0,1025.3,0.0,0.0,0.0,0.0,N
21414,2015-05-15,00:00:00,Bronx,52,5.0,10.0,65.0,34.0,1025.4,0.0,0.0,0.0,0.0,N
21415,2015-05-15,00:00:00,Brooklyn,822,5.0,10.0,65.0,34.0,1025.4,0.0,0.0,0.0,0.0,N
21416,2015-05-15,00:00:00,EWR,0,5.0,10.0,65.0,34.0,1025.4,0.0,0.0,0.0,0.0,N
21417,2015-05-15,00:00:00,Manhattan,4319,5.0,10.0,65.0,34.0,1025.4,0.0,0.0,0.0,0.0,N
21418,2015-05-15,00:00:00,Queens,407,5.0,10.0,65.0,34.0,1025.4,0.0,0.0,0.0,0.0,N
21419,2015-05-15,00:00:00,Staten Island,3,5.0,10.0,65.0,34.0,1025.4,0.0,0.0,0.0,0.0,N
21421,2015-05-15,01:00:00,Bronx,26,3.0,10.0,63.0,34.0,1025.7,0.0,0.0,0.0,0.0,N
21422,2015-05-15,01:00:00,Brooklyn,579,3.0,10.0,63.0,34.0,1025.7,0.0,0.0,0.0,0.0,N
21423,2015-05-15,01:00:00,EWR,0,3.0,10.0,63.0,34.0,1025.7,0.0,0.0,0.0,0.0,N
21424,2015-05-15,01:00:00,Manhattan,2295,3.0,10.0,63.0,34.0,1025.7,0.0,0.0,0.0,0.0,N
21425,2015-05-15,01:00:00,Queens,215,3.0,10.0,63.0,34.0,1025.7,0.0,0.0,0.0,0.0,N
21426,2015-05-15,01:00:00,Staten Island,2,3.0,10.0,63.0,34.0,1025.7,0.0,0.0,0.0,0.0,N
21427,2015-05-15,02:00:00,Bronx,25,3.0,10.0,62.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21428,2015-05-15,02:00:00,Brooklyn,324,3.0,10.0,62.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21429,2015-05-15,02:00:00,EWR,0,3.0,10.0,62.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21430,2015-05-15,02:00:00,Manhattan,1156,3.0,10.0,62.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21431,2015-05-15,02:00:00,Queens,125,3.0,10.0,62.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21432,2015-05-15,02:00:00,Staten Island,3,3.0,10.0,62.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21433,2015-05-15,03:00:00,Bronx,22,6.0,10.0,62.0,35.0,1026.2,0.0,0.0,0.0,0.0,N
21434,2015-05-15,03:00:00,Brooklyn,184,6.0,10.0,62.0,35.0,1026.2,0.0,0.0,0.0,0.0,N
21435,2015-05-15,03:00:00,EWR,0,6.0,10.0,62.0,35.0,1026.2,0.0,0.0,0.0,0.0,N
21436,2015-05-15,03:00:00,Manhattan,673,6.0,10.0,62.0,35.0,1026.2,0.0,0.0,0.0,0.0,N
21437,2015-05-15,03:00:00,Queens,65,6.0,10.0,62.0,35.0,1026.2,0.0,0.0,0.0,0.0,N
21438,2015-05-15,03:00:00,Staten Island,2,6.0,10.0,62.0,35.0,1026.2,0.0,0.0,0.0,0.0,N
21439,2015-05-15,04:00:00,Bronx,27,6.0,10.0,60.0,37.0,1026.2,0.0,0.0,0.0,0.0,N
21440,2015-05-15,04:00:00,Brooklyn,198,6.0,10.0,60.0,37.0,1026.2,0.0,0.0,0.0,0.0,N
21441,2015-05-15,04:00:00,EWR,0,6.0,10.0,60.0,37.0,1026.2,0.0,0.0,0.0,0.0,N
21442,2015-05-15,04:00:00,Manhattan,725,6.0,10.0,60.0,37.0,1026.2,0.0,0.0,0.0,0.0,N
21443,2015-05-15,04:00:00,Queens,71,6.0,10.0,60.0,37.0,1026.2,0.0,0.0,0.0,0.0,N
21444,2015-05-15,04:00:00,Staten Island,0,6.0,10.0,60.0,37.0,1026.2,0.0,0.0,0.0,0.0,N
21446,2015-05-15,05:00:00,Bronx,28,5.0,10.0,59.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21447,2015-05-15,05:00:00,Brooklyn,267,5.0,10.0,59.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21448,2015-05-15,05:00:00,EWR,0,5.0,10.0,59.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21449,2015-05-15,05:00:00,Manhattan,782,5.0,10.0,59.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21450,2015-05-15,05:00:00,Queens,139,5.0,10.0,59.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21451,2015-05-15,05:00:00,Staten Island,2,5.0,10.0,59.0,36.0,1026.2,0.0,0.0,0.0,0.0,N
21452,2015-05-15,06:00:00,Bronx,25,10.0,10.0,58.0,36.0,1026.0,0.0,0.0,0.0,0.0,N
21453,2015-05-15,06:00:00,Brooklyn,312,10.0,10.0,58.0,36.0,1026.0,0.0,0.0,0.0,0.0,N
21454,2015-05-15,06:00:00,EWR,1,10.0,10.0,58.0,36.0,1026.0,0.0,0.0,0.0,0.0,N
21455,2015-05-15,06:00:00,Manhattan,955,10.0,10.0,58.0,36.0,1026.0,0.0,0.0,0.0,0.0,N
21456,2015-05-15,06:00:00,Queens,264,10.0,10.0,58.0,36.0,1026.0,0.0,0.0,0.0,0.0,N
21457,2015-05-15,06:00:00,Staten Island,1,10.0,10.0,58.0,36.0,1026.0,0.0,0.0,0.0,0.0,N
21459,2015-05-15,07:00:00,Bronx,65,5.0,10.0,57.0,37.0,1025.6,0.0,0.0,0.0,0.0,N
21460,2015-05-15,07:00:00,Brooklyn,496,5.0,10.0,57.0,37.0,1025.6,0.0,0.0,0.0,0.0,N
21461,2015-05-15,07:00:00,EWR,0,5.0,10.0,57.0,37.0,1025.6,0.0,0.0,0.0,0.0,N
21462,2015-05-15,07:00:00,Manhattan,1605,5.0,10.0,57.0,37.0,1025.6,0.0,0.0,0.0,0.0,N
21463,2015-05-15,07:00:00,Queens,318,5.0,10.0,57.0,37.0,1025.6,0.0,0.0,0.0,0.0,N
21464,2015-05-15,07:00:00,Staten Island,1,5.0,10.0,57.0,37.0,1025.6,0.0,0.0,0.0,0.0,N
21466,2015-05-15,08:00:00,Bronx,80,0.0,10.0,56.0,38.0,1025.6,0.0,0.0,0.0,0.0,N
21467,2015-05-15,08:00:00,Brooklyn,648,0.0,10.0,56.0,38.0,1025.6,0.0,0.0,0.0,0.0,N
21468,2015-05-15,08:00:00,EWR,0,0.0,10.0,56.0,38.0,1025.6,0.0,0.0,0.0,0.0,N
21469,2015-05-15,08:00:00,Manhattan,2456,0.0,10.0,56.0,38.0,1025.6,0.0,0.0,0.0,0.0,N
21470,2015-05-15,08:00:00,Queens,478,0.0,10.0,56.0,38.0,1025.6,0.0,0.0,0.0,0.0,N
21471,2015-05-15,08:00:00,Staten Island,2,0.0,10.0,56.0,38.0,1025.6,0.0,0.0,0.0,0.0,N
21473,2015-05-15,09:00:00,Bronx,95,0.0,10.0,56.0,39.0,1025.7,0.0,0.0,0.0,0.0,N
21474,2015-05-15,09:00:00,Brooklyn,740,0.0,10.0,56.0,39.0,1025.7,0.0,0.0,0.0,0.0,N
21475,2015-05-15,09:00:00,EWR,0,0.0,10.0,56.0,39.0,1025.7,0.0,0.0,0.0,0.0,N
21476,2015-05-15,09:00:00,Manhattan,2978,0.0,10.0,56.0,39.0,1025.7,0.0,0.0,0.0,0.0,N
21477,2015-05-15,09:00:00,Queens,403,0.0,10.0,56.0,39.0,1025.7,0.0,0.0,0.0,0.0,N
21478,2015-05-15,09:00:00,Staten Island,3,0.0,10.0,56.0,39.0,1025.7,0.0,0.0,0.0,0.0,N
21480,2015-05-15,10:00:00,Bronx,66,3.0,10.0,55.0,41.0,1026.0,0.0,0.0,0.0,0.0,N
21481,2015-05-15,10:00:00,Brooklyn,682,3.0,10.0,55.0,41.0,1026.0,0.0,0.0,0.0,0.0,N
21482,2015-05-15,10:00:00,EWR,0,3.0,10.0,55.0,41.0,1026.0,0.0,0.0,0.0,0.0,N
21483,2015-05-15,10:00:00,Manhattan,2724,3.0,10.0,55.0,41.0,1026.0,0.0,0.0,0.0,0.0,N
21484,2015-05-15,10:00:00,Queens,374,3.0,10.0,55.0,41.0,1026.0,0.0,0.0,0.0,0.0,N
21485,2015-05-15,10:00:00,Staten Island,3,3.0,10.0,55.0,41.0,1026.0,0.0,0.0,0.0,0.0,N
21487,2015-05-15,11:00:00,Bronx,82,0.0,10.0,56.0,41.0,1026.5,0.0,0.0,0.0,0.0,N
21488,2015-05-15,11:00:00,Brooklyn,573,0.0,10.0,56.0,41.0,1026.5,0.0,0.0,0.0,0.0,N
21489,2015-05-15,11:00:00,EWR,0,0.0,10.0,56.0,41.0,1026.5,0.0,0.0,0.0,0.0,N
21490,2015-05-15,11:00:00,Manhattan,2427,0.0,10.0,56.0,41.0,1026.5,0.0,0.0,0.0,0.0,N
21491,2015-05-15,11:00:00,Queens,344,0.0,10.0,56.0,41.0,1026.5,0.0,0.0,0.0,0.0,N
21492,2015-05-15,11:00:00,Staten Island,5,0.0,10.0,56.0,41.0,1026.5,0.0,0.0,0.0,0.0,N
21494,2015-05-15,12:00:00,Bronx,82,0.0,10.0,58.0,42.0,1027.0,0.0,0.0,0.0,0.0,N
21495,2015-05-15,12:00:00,Brooklyn,491,0.0,10.0,58.0,42.0,1027.0,0.0,0.0,0.0,0.0,N
21496,2015-05-15,12:00:00,EWR,0,0.0,10.0,58.0,42.0,1027.0,0.0,0.0,0.0,0.0,N
21497,2015-05-15,12:00:00,Manhattan,2304,0.0,10.0,58.0,42.0,1027.0,0.0,0.0,0.0,0.0,N
21498,2015-05-15,12:00:00,Queens,322,0.0,10.0,58.0,42.0,1027.0,0.0,0.0,0.0,0.0,N
21499,2015-05-15,12:00:00,Staten Island,3,0.0,10.0,58.0,42.0,1027.0,0.0,0.0,0.0,0.0,N
21501,2015-05-15,13:00:00,Bronx,81,5.0,10.0,60.0,40.0,1027.1,0.0,0.0,0.0,0.0,N
21502,2015-05-15,13:00:00,Brooklyn,472,5.0,10.0,60.0,40.0,1027.1,0.0,0.0,0.0,0.0,N
21503,2015-05-15,13:00:00,EWR,0,5.0,10.0,60.0,40.0,1027.1,0.0,0.0,0.0,0.0,N
21504,2015-05-15,13:00:00,Manhattan,2246,5.0,10.0,60.0,40.0,1027.1,0.0,0.0,0.0,0.0,N
21505,2015-05-15,13:00:00,Queens,362,5.0,10.0,60.0,40.0,1027.1,0.0,0.0,0.0,0.0,N
21506,2015-05-15,13:00:00,Staten Island,2,5.0,10.0,60.0,40.0,1027.1,0.0,0.0,0.0,0.0,N
21508,2015-05-15,14:00:00,Bronx,101,3.0,10.0,63.0,41.0,1026.8,0.0,0.0,0.0,0.0,N
21509,2015-05-15,14:00:00,Brooklyn,442,3.0,10.0,63.0,41.0,1026.8,0.0,0.0,0.0,0.0,N
21510,2015-05-15,14:00:00,EWR,0,3.0,10.0,63.0,41.0,1026.8,0.0,0.0,0.0,0.0,N
21511,2015-05-15,14:00:00,Manhattan,2530,3.0,10.0,63.0,41.0,1026.8,0.0,0.0,0.0,0.0,N
21512,2015-05-15,14:00:00,Queens,389,3.0,10.0,63.0,41.0,1026.8,0.0,0.0,0.0,0.0,N
21513,2015-05-15,14:00:00,Staten Island,0,3.0,10.0,63.0,41.0,1026.8,0.0,0.0,0.0,0.0,N
21515,2015-05-15,15:00:00,Bronx,123,0.0,10.0,66.0,41.0,1026.3,0.0,0.0,0.0,0.0,N
21516,2015-05-15,15:00:00,Brooklyn,502,0.0,10.0,66.0,41.0,1026.3,0.0,0.0,0.0,0.0,N
21517,2015-05-15,15:00:00,EWR,0,0.0,10.0,66.0,41.0,1026.3,0.0,0.0,0.0,0.0,N
21518,2015-05-15,15:00:00,Manhattan,2947,0.0,10.0,66.0,41.0,1026.3,0.0,0.0,0.0,0.0,N
21519,2015-05-15,15:00:00,Queens,430,0.0,10.0,66.0,41.0,1026.3,0.0,0.0,0.0,0.0,N
21520,2015-05-15,15:00:00,Staten Island,3,0.0,10.0,66.0,41.0,1026.3,0.0,0.0,0.0,0.0,N
21522,2015-05-15,16:00:00,Bronx,119,0.0,9.1,68.0,43.0,1026.0,0.0,0.0,0.0,0.0,N
21523,2015-05-15,16:00:00,Brooklyn,531,0.0,9.1,68.0,43.0,1026.0,0.0,0.0,0.0,0.0,N
21524,2015-05-15,16:00:00,EWR,0,0.0,9.1,68.0,43.0,1026.0,0.0,0.0,0.0,0.0,N
21525,2015-05-15,16:00:00,Manhattan,3419,0.0,9.1,68.0,43.0,1026.0,0.0,0.0,0.0,0.0,N
21526,2015-05-15,16:00:00,Queens,497,0.0,9.1,68.0,43.0,1026.0,0.0,0.0,0.0,0.0,N
21527,2015-05-15,16:00:00,Staten Island,2,0.0,9.1,68.0,43.0,1026.0,0.0,0.0,0.0,0.0,N
21529,2015-05-15,17:00:00,Bronx,154,5.0,10.0,71.0,39.0,1025.4,0.0,0.0,0.0,0.0,N
21530,2015-05-15,17:00:00,Brooklyn,601,5.0,10.0,71.0,39.0,1025.4,0.0,0.0,0.0,0.0,N
21531,2015-05-15,17:00:00,EWR,0,5.0,10.0,71.0,39.0,1025.4,0.0,0.0,0.0,0.0,N
21532,2015-05-15,17:00:00,Manhattan,3876,5.0,10.0,71.0,39.0,1025.4,0.0,0.0,0.0,0.0,N
21533,2015-05-15,17:00:00,Queens,517,5.0,10.0,71.0,39.0,1025.4,0.0,0.0,0.0,0.0,N
21534,2015-05-15,17:00:00,Staten Island,2,5.0,10.0,71.0,39.0,1025.4,0.0,0.0,0.0,0.0,N
21536,2015-05-15,18:00:00,Bronx,186,5.0,10.0,74.0,41.0,1024.8,0.0,0.0,0.0,0.0,N
21537,2015-05-15,18:00:00,Brooklyn,747,5.0,10.0,74.0,41.0,1024.8,0.0,0.0,0.0,0.0,N
